OBJECTID,YEAR_,STATE,AGENCY,Fire Name,Alarm Date,Containment Date,Cause,Collection Method,Management Objective,GIS Calculated Acres,Decades,Shape__Area,Shape__Length
9872,1995,CA,USF,ROUSE,8/5/1995,8/8/1995,4,8,1,1151,1990-1999,6842771.59,16302.53265
9873,1995,CA,CCO,KELLER,8/29/1995,,14,8,1,1140.423,1990-1999,6919503.926,11394.88081
9874,1995,CA,USF,CROWDER,7/26/1995,7/26/1995,2,8,1,1062.99,1990-1999,6323239.078,14140.9642
9875,1995,CA,BLM,SIMMLER,6/1/1995,6/2/1995,5,8,1,992.3865,1990-1999,6038741.508,12593.92294
9876,1995,CA,CDF,TECATE,11/28/1995,,4,8,1,974.9423,1990-1999,5571749.023,18267.93027
9877,1995,CA,CDF,MORENO,7/23/1995,,3,8,1,946.527,1990-1999,5571282.477,9875.328241
9878,1995,CA,USF,,,,9,8,1,881.2747,1990-1999,5388793.078,11739.92435
9879,1995,CA,CDF,CERRITOS,9/29/1995,,14,8,1,843.968,1990-1999,5449459.762,10590.77525
9880,1995,CA,CDF,YOKOHL,8/5/1995,,14,8,1,828.3671,1990-1999,5163922.902,8986.473802
9881,1995,CA,CCO,TOWSLEY,12/4/1995,,14,8,1,818.1845,1990-1999,4869006.453,13063.96734
9882,1995,CA,CCO,WILDWOOD I,6/1/1995,,14,8,1,798.7638,1990-1999,4739523.629,17710.00183
9883,1995,CA,CCO,DEVILS DEN,6/22/1995,,10,8,1,760.553,1990-1999,4685035.457,9275.407198
9884,1995,CA,CDF,BROOKTRAILS #2,7/5/1995,,14,8,1,692.9614,1990-1999,4709485.977,12472.37102
9885,1995,CA,CDF,SEMINOLE,11/25/1995,,2,8,1,645.1498,1990-1999,3798610.457,8826.436652
9886,1995,CA,USF,HELESTER,8/11/1995,8/16/1995,2,8,1,627.3762,1990-1999,4234583.402,8327.982409
9887,1995,CA,CDF,POWERHOUSE #2/#3 ,8/23/1995,8/31/1995,7,8,1,624.1534,1990-1999,3980891.523,8076.364684
9888,1995,CA,BLM,UNITED,6/7/1995,6/7/1995,11,8,1,612.9363,1990-1999,3757455.488,8057.360602
9889,1995,CA,NPS,SOUTH TURNER,7/18/1995,12/11/1995,1,8,2,609.6905,1990-1999,3937560.602,11656.69387
9890,1995,CA,BLM,ASHURST,7/30/1995,7/30/1995,11,8,1,601.9321,1990-1999,3776496.445,10656.97777
9891,1995,CA,CDF,SILAXO,9/9/1995,,3,8,1,542.5914,1990-1999,3442572.426,9904.496062
9892,1995,CA,CDF,COSTA #2,7/16/1995,,14,8,1,532.3634,1990-1999,3461022.871,7923.028577
9893,1995,CA,CDF,COTTONWOOD,,,14,8,1,530.9715,1990-1999,3110061.922,9609.98326
9894,1995,CA,CCO,WEST NO II,7/28/1995,,14,8,1,499.6191,1990-1999,3006637.188,10872.4006
9895,1995,CA,CDF,GRANITE,9/1/1995,,3,8,1,487.934,1990-1999,2881929.918,7953.772991
9896,1995,CA,CDF,PANOCHE,,,14,8,1,485.0718,1990-1999,3055602.664,8649.467575
9897,1995,CA,CDF,PEACH,,,14,8,1,476.7694,1990-1999,2807430.277,6599.964111
9898,1995,CA,BLM,,9/15/1995,,1,8,1,464.4351,1990-1999,3315303.676,8887.588512
9899,1995,CA,CCO,TEHON,7/26/1995,,14,8,1,459.5995,1990-1999,2765132.094,7782.646736
9900,1995,CA,CDF,EIGHTY EIGHT,,,14,8,1,457.9709,1990-1999,3047313.051,8662.573045
9901,1995,CA,CCO,EASTSIDE,7/28/1995,,14,8,1,457.749,1990-1999,2746562.809,12362.23734
9902,1995,CA,CCO,DELTA,8/29/1995,,14,8,1,455.3564,1990-1999,2738465.723,11263.20892
9903,1995,CA,CDF,MAYWOOD,,,14,8,1,454.4753,1990-1999,2668301.566,8277.952124
9904,1995,CA,CDF,WICK,,,14,8,1,452.9946,1990-1999,2675356.027,6700.402608
9905,1995,CA,BLM,DEMO,,,2,8,1,446.6685,1990-1999,3111513.703,7808.925259
9906,1995,CA,CDF,KENETECH #7,8/28/1995,,2,8,1,436.2084,1990-1999,2832634.707,8025.426251
9907,1995,CA,CCO,POE,7/9/1995,,2,8,1,427.491,1990-1999,2587498.629,8331.177238
9908,1995,CA,CCO,RANCH,8/25/1995,,2,8,1,414.5959,1990-1999,2551163.73,7781.287962
9909,1995,CA,CDF,BENTON,7/30/1995,,7,8,1,399.1981,1990-1999,2333550.652,6354.929945
9910,1995,CA,CDF,PYRAMID,9/8/1995,,7,8,1,397.2837,1990-1999,2451369.941,8856.99967
9911,1995,CA,CCO,SEXTON I,10/12/1995,,14,8,1,391.3748,1990-1999,2327234.938,8418.509477
9912,1995,CA,BLM,58 #2,7/13/1995,7/13/1995,3,8,1,388.3563,1990-1999,2367810.484,7435.983883
9913,1995,CA,CDF,ECHO,8/29/1995,,14,8,1,372.0556,1990-1999,2189530.879,9929.124767
9914,1995,CA,CCO,LANCASTER,7/2/1995,,14,8,1,359.5724,1990-1999,2156476.98,11078.00177
9915,1995,CA,BLM,,9/15/1995,,1,8,1,349.6158,1990-1999,2556777.469,11111.17461
9916,1995,CA,CDF,ELM,8/31/1995,,9,8,1,347.5178,1990-1999,2046163.363,6942.000547
9917,1995,CA,BLM,OUTLAW,5/24/1995,5/24/1995,7,8,1,339.2361,1990-1999,2072728.902,11204.25006
9918,1995,CA,CDF,WATER,6/29/1995,,2,8,1,337.0995,1990-1999,1982588.66,7827.34531
9919,1995,CA,CCO,110TH,9/23/1995,,14,8,1,321.3112,1990-1999,1929919.133,21915.99306
9920,1995,CA,USF,COW,8/26/1995,8/26/1995,7,8,1,306.7354,1990-1999,1902580.324,5603.406664
9921,1995,CA,CDF,MCCAIN,12/12/1995,,5,8,1,301.9305,1990-1999,1730125.441,9300.745766
9922,1995,CA,CDF,SHAFFER,7/21/1995,,14,8,1,274.8321,1990-1999,1918710.285,8072.626885
9923,1995,CA,CDF,MURRAY,10/6/1995,,9,8,1,272.2987,1990-1999,1787700.367,6858.121092
9924,1995,CA,CDF,PATTERSON PASS,8/24/1995,,2,8,1,270.774,1990-1999,1753684.453,5941.107376
9925,1995,CA,CCO,TROTTER,7/11/1995,,14,8,1,267.2463,1990-1999,1594809.473,6489.194184
9926,1995,CA,CDF,CORRAL HOLLOW - PG&E,7/9/1995,,11,8,1,253.2871,1990-1999,1638445.332,6265.881611
9927,1995,CA,BLM,BYERS,,,9,8,1,251.7925,1990-1999,1755833.414,5186.376713
9928,1995,CA,CDF,TWISSELMAN,8/28/1995,,14,8,1,251.4689,1990-1999,1542273.523,5633.771239
9929,1995,CA,CDF,URRUTIA,,,14,8,1,251.1475,1990-1999,1595479.332,6535.946394
9930,1995,CA,CDF,ESPERANZA,,,14,8,1,249.3217,1990-1999,1467945.402,6043.809555
9931,1995,CA,CCO,DESERT,7/2/1995,,14,8,1,245.635,1990-1999,1477081.77,7068.242877
9932,1995,CA,CDF,COYOTE 1,,,14,8,1,238.1237,1990-1999,1389210.5,6228.600324
9933,1995,CA,CCO,FREEWAY,8/4/1995,,14,8,1,235.0569,1990-1999,1404476.617,6354.748623
9934,1995,CA,BLM,PANOCHE#2,7/26/1995,7/27/1995,11,8,1,228.9628,1990-1999,1444838.359,5002.811988
9935,1995,CA,CDF,WARREN,,,14,8,1,225.0492,1990-1999,1321127.293,7747.677713
9936,1995,CA,USF,CAL STATE,11/27/1995,11/28/1995,9,8,1,224.3067,1990-1999,1329950.445,5454.420611
9937,1995,CA,CDF,LINCOLN,,,14,8,1,220.8181,1990-1999,1290357.457,6448.368911
9938,1995,CA,CDF,PACHECO,,,14,8,1,219.5949,1990-1999,1398863.613,5825.705565
9939,1995,CA,DOD,GRANT,10/4/1995,10/4/1995,11,1,1,206.6388,1990-1999,1243411.02,6737.392251
9940,1995,CA,NPS,CONNESS,9/13/1995,12/11/1995,1,8,2,197.9378,1990-1999,1290295.355,5903.335569
9941,1995,CA,CDF,SKULL,10/2/1995,,14,8,1,188.3389,1990-1999,1274483.141,5108.51534
9942,1995,CA,CDF,SACRED MTN. #5,8/12/1995,,14,8,1,183.1608,1990-1999,1046922.82,4101.43952
9943,1995,CA,BLM,MCPHERSON,5/26/1995,5/26/1995,11,8,1,179.485,1990-1999,1098907.16,4039.148782
9944,1995,CA,CDF,,9/23/1995,,7,8,1,178.6973,1990-1999,1052162.801,4060.859322
9945,1995,CA,CDF,HWY 91,,,14,8,1,176.5599,1990-1999,1038956.184,5492.88985
9946,1995,CA,USF,LIVE OAK,7/26/1995,7/26/1995,7,8,1,175.3719,1990-1999,1072555.691,4586.539769
9947,1995,CA,CDF,SPRINGS,10/20/1995,,2,8,1,169.946,1990-1999,988037.6328,6425.743384
9948,1995,CA,USF,PEACH #2,9/23/1995,9/23/1995,7,8,1,163.9469,1990-1999,965185.6445,3913.37704
9949,1995,CA,CDF,CHURCH,7/29/1995,,14,8,1,163.4335,1990-1999,935933.3984,6100.313844
9950,1995,CA,BLM,TANK,7/14/1995,7/14/1995,3,8,1,161.6434,1990-1999,982579.8594,4260.944371
9951,1995,CA,NPS,BRIDAL,,,9,8,1,161.2691,1990-1999,1044489.852,5494.073032
9952,1995,CA,CDF,GRADE,11/30/1995,,14,8,1,160.9043,1990-1999,931827.2461,4079.751801
9953,1995,CA,BLM,RED,5/28/1995,5/28/1995,2,8,1,158.0317,1990-1999,969340.5,4523.932079
9954,1995,CA,CCO,PALMDALE,9/10/1995,,14,8,1,133.5669,1990-1999,799627.3828,6460.907145
9955,1995,CA,CCO,WEST,7/2/1995,,14,8,1,132.9711,1990-1999,798811.582,6034.249188
9956,1995,CA,CCO,LIME,10/5/1995,,14,8,1,130.7797,1990-1999,795250.7695,4897.493293
9957,1995,CA,USF,LOST,9/16/1995,10/7/1995,1,8,1,127.3313,1990-1999,925324.875,3849.43636
9958,1995,CA,CDF,SEATON,,,14,8,1,127.1664,1990-1999,747672.0586,4757.369088
9959,1995,CA,CDF,TAR,9/4/1995,,14,8,1,126.9404,1990-1999,784947.2969,3788.066529
9960,1995,CA,CDF,ROSA,,,14,8,1,126.867,1990-1999,740099.8984,3538.194361
9961,1995,CA,CDF,VISTA,,,14,8,1,125.6627,1990-1999,738873.5117,5228.853805
9962,1995,CA,CDF,VERDUGO,,,14,8,1,119.4977,1990-1999,704674.7969,3627.164054
9963,1995,CA,CDF,LA CRESTA,,,14,8,1,115.5713,1990-1999,675327.457,4925.704306
9964,1995,CA,CDF,WHITEWATER,5/30/1995,,2,8,1,114.8139,1990-1999,677049.9219,3517.429312
9965,1995,CA,CDF,LUZ,,,14,8,1,113.0821,1990-1999,659357.3672,3635.856807
9966,1995,CA,USF,NOBE,11/19/1995,11/21/1995,5,8,1,109.2071,1990-1999,677318.0391,3487.298666
9967,1995,CA,CCO,PUENTE HILLS,8/27/1995,,14,8,1,106.6294,1990-1999,629786.1211,3804.581449
9968,1995,CA,USF,MILL,11/4/1995,11/5/1995,5,8,1,103.5107,1990-1999,689296.8008,4263.645888
9969,1995,CA,BLM,,9/16/1995,,1,8,1,103.1557,1990-1999,737766.8516,3541.905018
9970,1995,CA,CDF,HIGHWAY,,,14,8,1,102.7129,1990-1999,598747.6406,3710.41666
9971,1995,CA,CCO,LEONA,7/14/1995,,14,8,1,96.41117,1990-1999,577216.2344,4123.530511
9972,1995,CA,USF,,,,14,8,1,94.93942,1990-1999,554748.8711,3057.155851
9973,1995,CA,CDF,OROFLAMME,5/27/1995,,14,8,1,92.76432,1990-1999,535319.9531,3235.299114
9974,1995,CA,BLM,MC CLURE,8/6/1995,8/8/1995,2,8,1,92.48209,1990-1999,597052.9258,3193.281292
9975,1995,CA,CDF,MINE,8/5/1995,,4,8,1,92.04961,1990-1999,526162.168,3142.482906
9976,1995,CA,BLM,CANNONBALL,8/2/1995,8/6/1995,9,8,1,89.07505,1990-1999,625898.2852,3143.366612
9977,1995,CA,BLM,BACK,7/29/1995,7/29/1995,1,8,1,83.98601,1990-1999,511590.9531,3378.385414
9978,1995,CA,NPS,LOST HORSE,7/31/1995,8/1/1995,1,8,1,82.78935,1990-1999,488275.1797,2771.63687
9979,1995,CA,BLM,LARSEN,8/19/1995,8/20/1995,7,8,1,80.8418,1990-1999,535508.7109,3044.076605
9980,1995,CA,CDF,RIBBONWOOD,7/29/1995,,14,8,1,77.96095,1990-1999,446579.3008,3391.996706
9981,1995,CA,USF,ERSKINE,9/15/1995,9/16/1995,9,8,1,76.26488,1990-1999,467718.7539,3077.301868
9982,1995,CA,USF,MEEKS,11/5/1995,11/8/1995,5,8,1,75.96721,1990-1999,510200.457,3319.592694
9983,1995,CA,USF,SHADE,5/23/1995,5/31/1995,5,8,1,74.67548,1990-1999,545097.9922,2620.567777
9984,1995,CA,USF,,7/4/1995,7/4/1995,9,8,1,73.88729,1990-1999,453168.2539,3032.725292
9985,1995,CA,USF,BINGO,9/7/1995,9/8/1995,7,8,1,68.0064,1990-1999,421674.5977,4272.319975
9986,1995,CA,CCO,PEARBLOSSOM,8/8/1995,,14,8,1,66.44261,1990-1999,397154.3633,3095.337608
9987,1995,CA,CDF,BITTERWATER,7/24/1995,,14,8,1,65.23504,1990-1999,398618.8516,3539.789603
9988,1995,CA,CDF,OTAY,12/9/1995,,14,8,1,64.32281,1990-1999,367761.9492,2479.544101
9989,1995,CA,CCO,J-I/C,7/3/1995,,14,8,1,60.56356,1990-1999,363361.4648,4434.634455
9990,1995,CA,USF,,,,14,8,1,60.21334,1990-1999,354558.6094,2262.531999
9991,1995,CA,CDF,PINE HILLS,10/27/1995,,14,8,1,58.67728,1990-1999,339086.3242,3244.358646
9992,1995,CA,USF,BLACK,7/22/1995,7/23/1995,9,8,1,56.50136,1990-1999,346605.5664,2257.276108
9993,1995,CA,USF,ROADSIDE,9/3/1995,9/3/1995,2,8,1,52.68717,1990-1999,312147.8867,2748.80587
9994,1995,CA,BLM,,9/16/1995,,1,8,1,49.28793,1990-1999,353102.1602,2289.004805
9995,1995,CA,USF,MIDNIGHT,12/1/1995,12/1/1995,7,8,1,45.82715,1990-1999,271514.8438,2925.69165
9996,1995,CA,USF,,,,14,8,1,45.12479,1990-1999,266873.7227,2369.044167
9997,1995,CA,BLM,FRESNO#33,6/26/1995,6/26/1995,11,8,1,42.91624,1990-1999,267329.168,2179.355958
9998,1995,CA,USF,HAUSER,9/10/1995,9/10/1995,4,8,1,41.99366,1990-1999,240378.5742,2212.971302
9999,1995,CA,USF,OAT,9/25/1995,9/25/1995,3,8,1,39.25023,1990-1999,243279.2461,3004.962537
10000,1995,CA,CCO,AVENUE,9/4/1995,,14,8,1,37.98811,1990-1999,228710.4844,2651.411706
10001,1995,CA,USF,GORDON,10/12/1995,10/12/1995,8,8,1,37.48282,1990-1999,222010.5195,2164.799953
10002,1995,CA,BLM,BODFISH,9/10/1995,9/10/1995,3,8,1,35.83432,1990-1999,219774.7578,2562.2571
10003,1995,CA,BLM,OLD TOLL,8/3/1995,8/3/1995,2,8,1,35.36019,1990-1999,227930.4023,1719.120414
10004,1995,CA,USF,KENTUCKY,7/6/1995,7/6/1995,9,8,1,34.69384,1990-1999,206942.7578,1771.886575
10005,1995,CA,USF,,9/7/1995,,9,8,1,34.16389,1990-1999,211825.5742,2447.942659
10006,1995,CA,USF,,9/7/1995,,9,8,1,33.84251,1990-1999,209849.0234,1824.377317
10007,1995,CA,DOD,PINE_CANYON,7/12/1995,7/12/1995,18,4,1,32.97486,1990-1999,197860.5156,3153.323399
10008,1995,CA,USF,OVERTURE,7/31/1995,8/1/1995,9,8,1,32.73009,1990-1999,192657.1094,1680.578718
10009,1995,CA,USF,SUGAR PINE,11/8/1995,12/11/1995,5,8,1,32.49876,1990-1999,218362.5586,1773.828483
10010,1995,CA,BLM,HUNTER,8/6/1995,8/6/1995,2,8,1,31.98173,1990-1999,206655.6797,2104.017637
10011,1995,CA,BLM,ABERDEEN,9/3/1995,9/3/1995,1,8,1,31.34143,1990-1999,199200.0195,1986.170976
10012,1995,CA,BLM,MINERS,6/21/1995,6/21/1995,2,8,1,29.56141,1990-1999,197192.8242,1825.846472
10013,1995,CA,BLM,CUYAMA,7/10/1995,7/10/1995,2,8,1,29.15591,1990-1999,176306.6133,2143.139025
10014,1995,CA,USF,BROOK,8/20/1995,8/20/1995,2,8,1,25.55404,1990-1999,151755.4102,1631.985726
10015,1995,CA,CCO,KINNELOA,7/7/1995,,14,8,1,23.55996,1990-1999,139675.3828,1526.104519
10016,1995,CA,CCO,POMONA,8/30/1995,,14,8,1,22.41179,1990-1999,132459.7305,1529.086408
10017,1995,CA,NPS,MOTORNATU,8/8/1995,8/9/1995,18,8,1,20.68833,1990-1999,130793.6875,2174.341652
10018,1995,CA,BLM,PRIEST,9/15/1995,9/15/1995,2,8,1,20.5954,1990-1999,133586.5469,1340.628074
10019,1995,CA,USF,KNIGHT,9/21/1995,9/21/1995,7,8,1,19.91499,1990-1999,141591.793,1335.608603
10020,1995,CA,BLM,KESWICK,9/21/1995,9/21/1995,3,8,1,16.76996,1990-1999,117837.9453,1307.129647
10021,1995,CA,BLM,BAGBY,7/22/1995,7/22/1995,4,8,1,16.74185,1990-1999,108140.8438,1484.49215
10022,1995,CA,BLM,PEDRO,7/28/1995,7/28/1995,2,8,1,16.17387,1990-1999,104776.4688,1295.284914
10023,1995,CA,USF,RAIL,10/18/1995,10/18/1995,7,8,1,16.04134,1990-1999,95031.375,1223.385552
10024,1995,CA,USF,SHINN,10/29/1995,10/29/1995,7,8,1,13.69441,1990-1999,81181.03906,1315.303838
10025,1995,CA,BLM,QUAIL,8/23/1995,8/23/1995,2,8,1,10.80642,1990-1999,72144.57031,967.7599637
10026,1995,CA,USF,STONYVALE,9/3/1995,9/3/1995,3,8,1,9.222138,1990-1999,54802.80078,949.2224886
10027,1995,CA,USF,BARE,7/23/1995,7/24/1995,9,8,1,8.70929,1990-1999,51869.81641,829.014122
10028,1995,CA,CCO,LANTERMAN,8/30/1995,,14,8,1,8.255976,1990-1999,48775.04297,912.1056237
10029,1995,CA,USF,BEAR,7/9/1995,7/11/1995,1,8,1,7.939164,1990-1999,50939.13672,822.2982461
10030,1995,CA,CCO,LA CANADA,8/31/1995,,14,8,1,6.92146,1990-1999,41044.53125,776.0751416
10031,1995,CA,USF,,9/7/1995,,9,8,1,6.749252,1990-1999,41286.44141,883.250381
10032,1995,CA,USF,HOOPA SERIES,8/11/1995,8/11/1995,7,8,1,5.974351,1990-1999,42705.87109,733.5034424
10033,1995,CA,DOD,SLC-4,12/5/1995,12/5/1995,9,4,1,5.595085,1990-1999,33522.41797,878.6820436
10034,1995,CA,CCO,SAN RAMON,7/12/1995,,14,8,1,4.515202,1990-1999,26489.69141,631.6520311
10035,1995,CA,CCO,SAN MARTINEZ,7/29/1995,,14,8,1,2.837541,1990-1999,16925.80078,508.2224188
10036,1995,CA,USF,PANTHER,8/1/1995,8/2/1995,2,8,1,2.594373,1990-1999,18896.82031,687.4353261
10037,1995,CA,USF,,,,1,8,1,2.50841,1990-1999,15341.97656,510.9900892
10038,1995,CA,USF,7 TRIBES,6/30/1995,6/30/1995,7,8,1,2.489475,1990-1999,17713.92188,472.4062663
10039,1995,CA,DOD,ASPEN,7/6/1995,7/6/1995,8,4,1,1.35602,1990-1999,8150.058594,421.9005197
10040,1995,CA,NPS,EDEN GROV,8/8/1995,8/12/1995,1,8,1,1.112224,1990-1999,6962.179688,522.2286486
10041,1994,CA,CDF,HWY 41,8/14/1994,8/18/1994,7,8,1,50729.27,1990-1999,309576252.9,108066.2068
10042,1994,CA,USF,COTTONWOOD,8/16/1994,8/31/1994,7,8,1,48056.47,1990-1999,327998203.8,114850.5222
10043,1994,CA,CDF,BARKLEY,9/18/1994,,1,8,1,43905.28,1990-1999,304192226.5,84088.28707
10044,1994,CA,USF,JACK #1,7/21/1994,8/10/1994,1,8,1,28206.6,1990-1999,204432353.3,90523.42782
10045,1994,CA,USF,PALM,7/1/1994,7/10/1994,1,8,1,19422.22,1990-1999,113707368.4,58005.20259
10046,1994,CA,USF,DEVILS,7/3/1994,7/9/1994,9,8,1,12962.09,1990-1999,77121955.55,49949.14986
10047,1994,CA,USF,SPECIMEN,9/18/1994,10/12/1994,1,8,1,8378.061,1990-1999,60247925.66,38697.74542
10048,1994,CA,USF,CRYSTAL,8/4/1994,8/15/1994,2,8,1,7392.43,1990-1999,50334408.75,38106.82119
10049,1994,CA,CDF,BAILEY,,,14,8,1,7084.045,1990-1999,41287123.39,31681.34894
10050,1994,CA,USF,LUCAS #4,6/27/1994,7/2/1994,1,8,1,6221.375,1990-1999,38034439.64,42775.12813
10051,1994,CA,USF,SECOND,6/26/1994,7/16/1994,9,8,1,5779.103,1990-1999,33479489.63,34176.59804
10052,1994,CA,USF,BIG CREEK,8/24/1994,9/2/1994,9,8,1,5702.847,1990-1999,36455267.11,29867.81771
10053,1994,CA,CCO,SHOOTING,6/25/1994,,14,8,1,3537.9,1990-1999,21112695.15,23906.93641
10054,1994,CA,USF,SCOUT,6/25/1994,6/30/1994,4,8,,3487.831,1990-1999,20777732.44,24469.11045
10055,1994,CA,NPS,,,,1,8,1,3251.901,1990-1999,21032316.32,33129.74702
10056,1994,CA,USF,ALISO,7/30/1994,7/31/1994,3,8,1,3243.626,1990-1999,19564268.12,28525.27418
10057,1994,CA,CDF,ROCOSO,1/12/1994,,14,8,1,3217.912,1990-1999,18518337.19,31622.37978
10058,1994,CA,USF,SUGARFOOT,8/27/1994,9/10/1994,3,8,1,3033.226,1990-1999,20870752.05,21389.14304
10059,1994,CA,CDF,OTAY #4,10/9/1994,,4,8,1,2983.353,1990-1999,17061769.17,25928.20544
10060,1994,CA,USF,PEAK,6/27/1994,7/2/1994,1,8,1,2872.589,1990-1999,17578104.89,25039.44353
10061,1994,CA,USF,WHITE BLANKET,6/21/1994,6/26/1994,9,8,1,2564.244,1990-1999,15787702.82,20112.65164
10062,1994,CA,CCO,LAKELAND,6/14/1994,,5,8,1,2436.969,1990-1999,14965023.53,17778.01881
10063,1994,CA,CDF,GILMAN,6/27/1994,,7,8,1,2165.191,1990-1999,12727354.79,19144.65741
10064,1994,CA,CCO,OAKHILL,10/9/1994,,14,8,1,2130.005,1990-1999,12792595.82,20499.53596
10065,1994,CA,CDF,,,,14,8,1,2087.541,1990-1999,12292086.39,17322.6727
10066,1994,CA,USF,BEAR,7/21/1994,7/29/1994,1,8,1,2033.922,1990-1999,14787137.48,15309.97712
10067,1994,CA,CDF,COPPER #8,6/29/1994,,10,8,1,1914.052,1990-1999,12489824.97,16077.97097
10068,1994,CA,CDF,ESPERANZA,8/21/1994,8/23/1994,7,8,,1843.657,1990-1999,10856378.6,15349.56054
10069,1994,CA,CDF,BROWNS,7/12/1994,,2,8,1,1768.117,1990-1999,12469709.33,16921.30084
10070,1994,CA,CDF,FAIRVIEW,6/27/1994,,7,8,1,1740.743,1990-1999,10201917.51,16175.24877
10071,1994,CA,BLM,DOYLE,6/3/1994,6/5/1994,5,8,1,1695.616,1990-1999,11711512.68,18141.63259
10072,1994,CA,CDF,WHEEL #1 & #2,8/11/1994,,10,8,1,1603.073,1990-1999,10363665.61,15655.04365
10073,1994,CA,CDF,CREEK,8/9/1994,8/12/1994,3,8,1,1434.064,1990-1999,9377921.063,15600.87651
10074,1994,CA,USF,WILLOW,8/13/1994,9/18/1994,1,8,1,1275.614,1990-1999,7584135.02,11984.21714
10075,1994,CA,CDF,PG&E #24,,,14,8,1,1275.538,1990-1999,8437005.262,17513.75764
10076,1994,CA,CCO,CHEVRON,5/30/1994,,1,8,1,1231.992,1990-1999,7517728.781,14715.48111
10077,1994,CA,CDF,OAK RUN,9/5/1994,,7,8,1,1199.834,1990-1999,8438833.52,15053.31556
10078,1994,CA,CCO,AGUA DULCE,10/8/1994,,14,8,1,1164.049,1990-1999,6943403.059,15954.11803
10079,1994,CA,CDF,COPPER #1,6/29/1994,,10,8,1,1143.002,1990-1999,7452125.055,17335.6805
10080,1994,CA,CDF,TABLE,6/11/1994,,6,8,1,1131.511,1990-1999,7711548.023,10295.52366
10081,1994,CA,CDF,BASHAM,6/24/1994,,14,8,1,1097.553,1990-1999,6784317.758,15995.87533
10082,1994,CA,USF,HIRSCHDALE,8/11/1994,8/22/1994,2,8,1,1068.904,1990-1999,7252512.727,16864.42204
10083,1994,CA,CDF,74,9/6/1994,,1,8,1,1066.129,1990-1999,6228813.859,11348.67258
